id,created,event_type,payload_json,reference_id,status,updated,user
2wi6s86wirs50de,2026-08-13 13:25:00.017Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_halfway,pending,2026-08-13 13:25:00.017Z,6a4af8b5c50c45a9
4b54pv55x3y0vab,2026-08-13 13:25:00.272Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,actioned,2026-08-13 21:53:42.676Z,de13859e1d6aea12
zndiyt0wa9g166k,2026-08-13 13:25:00.273Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,pending,2026-08-13 13:25:00.273Z,2c2aed88e0c41752
rv2azfo6hczva96,2026-08-13 13:25:00.275Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,actioned,2026-08-13 15:00:58.727Z,407be8b01d4ce342
stdibpcop3j5te6,2026-08-13 13:25:00.277Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,pending,2026-08-13 13:25:00.277Z,6a6cecc209785885
v78q1njick6gbc9,2026-08-13 13:25:00.278Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,actioned,2026-08-14 10:31:54.884Z,216bb226ec191993
e94ldazsdzahx6p,2026-08-13 13:25:00.280Z,phase_halfway,"{""title"": ""Discussion halfway through \u23f3"", ""body"": ""\""Wie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" is halfway through the discussion phase. Share your ideas before time runs out!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,pending,2026-08-13 13:25:00.280Z,3e36e627a64bac27
sf281uvc7nknkf4,2026-08-13 13:25:00.281Z,phase_halfway,"{""title"": ""Diskussion zur H\u00e4lfte \u23f3"", ""body"": ""\u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" ist zur H\u00e4lfte der Diskussionsphase. Teile deine Ideen, bevor die Zeit abl\u00e4uft!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_halfway,pending,2026-08-13 13:25:00.281Z,6a4af8b5c50c45a9
vx3dcsq3yhklenf,2026-08-14 09:17:20.961Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Im Material-Chat fragen, wenn jemensch was braucht\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/px3acjduduouqz6""}}",rgjhcdyr8kdvxyz_px3acjduduouqz6,actioned,2026-08-14 13:36:21.761Z,216bb226ec191993
h0vwkpmho34fyqy,2026-08-14 09:17:20.965Z,vote_migration,"{""title"": ""Neuer Remix verf\u00fcgbar \ud83c\udf3f"", ""body"": ""Eine neue Version von \""Im Material-Chat fragen, wenn jemensch was braucht\"" ist verf\u00fcgbar. Vergleiche die \u00c4nderungen."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/px3acjduduouqz6?action=compare""}}",rgjhcdyr8kdvxyz_px3acjduduouqz6,actioned,2026-08-14 15:49:30.191Z,407be8b01d4ce342
irv7h3j19v4txlp,2026-08-14 09:21:22.303Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Eigenes Tool/Excel Sheet f\u00fcr das WG-Netz Material erstellen\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/wyx4lc9o5ebp473""}}",i7chbqu0hf4kc4s_wyx4lc9o5ebp473,actioned,2026-08-14 10:31:45.248Z,216bb226ec191993
vgen8dbiehuprt7,2026-08-14 09:25:22.092Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Nutzen von pumpipumpe.ch als Datenbank was wo vorhanden ist\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/usjpvaq5nnvjl9w""}}",d8last7n0bdbqme_usjpvaq5nnvjl9w,actioned,2026-08-14 13:35:49.312Z,216bb226ec191993
ol8o6cqdmfrx533,2026-08-14 09:25:22.095Z,vote_migration,"{""title"": ""Neuer Remix verf\u00fcgbar \ud83c\udf3f"", ""body"": ""Eine neue Version von \""Nutzen von pumpipumpe.ch als Datenbank was wo vorhanden ist\"" ist verf\u00fcgbar. Vergleiche die \u00c4nderungen."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/usjpvaq5nnvjl9w?action=compare""}}",d8last7n0bdbqme_usjpvaq5nnvjl9w,actioned,2026-08-14 15:48:41.923Z,407be8b01d4ce342
r8haggtmvapsule,2026-08-14 09:37:40.881Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Solidarit\u00e4tsnetzwerk\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/8mnhz0jpnllu7jd""}}",z5ovabzo2syrqbj_8mnhz0jpnllu7jd,actioned,2026-08-14 10:31:41.073Z,216bb226ec191993
bztv25bj4a55qvh,2026-08-14 10:44:09.938Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Wo lagern wir was?\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/m5vq0q540kenhen""}}",n8luy5w1pc5olz4_m5vq0q540kenhen,actioned,2026-08-14 13:36:18.406Z,216bb226ec191993
p74f81mquytk6qu,2026-08-14 12:15:09.547Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Solidarit\u00e4tsnetzwerk\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/jm45hx8bajf99lv""}}",yuk7erdsr4l9gbd_jm45hx8bajf99lv,actioned,2026-08-14 13:36:05.484Z,216bb226ec191993
6s44wttt4u55773,2026-08-14 12:15:09.551Z,vote_migration,"{""title"": ""Neuer Remix verf\u00fcgbar \ud83c\udf3f"", ""body"": ""Eine neue Version von \""Solidarit\u00e4tsnetzwerk\"" ist verf\u00fcgbar. Vergleiche die \u00c4nderungen."", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/jm45hx8bajf99lv?action=compare""}}",yuk7erdsr4l9gbd_jm45hx8bajf99lv,actioned,2026-08-14 15:45:00.978Z,de13859e1d6aea12
xjmdzic73lyx7g0,2026-08-14 12:15:09.554Z,vote_migration,"{""title"": ""Neuer Remix verf\u00fcgbar \ud83c\udf3f"", ""body"": ""Eine neue Version von \""Solidarit\u00e4tsnetzwerk\"" ist verf\u00fcgbar. Vergleiche die \u00c4nderungen."", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/jm45hx8bajf99lv?action=compare""}}",yuk7erdsr4l9gbd_jm45hx8bajf99lv,actioned,2026-08-14 15:47:50.218Z,407be8b01d4ce342
v4hh7ryk8i8nz5i,2026-08-14 12:26:46.305Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Im Material-Chat fragen, wenn jemensch was braucht\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/eesc7p17sxod25m""}}",px3acjduduouqz6_eesc7p17sxod25m,actioned,2026-08-18 19:04:43.623Z,35a5f57f8816142e
3mn3r26dhvj1j0f,2026-08-14 13:16:22.826Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""ausleih.app nutzen\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/m0zn817n9g4w07p""}}",2w5teh1hty0mznr_m0zn817n9g4w07p,pending,2026-08-14 13:16:22.826Z,ee5e4e5bfc419bad
4qav5r5lbwfw77y,2026-08-14 13:18:23.474Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""ausleih.app nutzen\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/gjnpljxyyh1y1fv""}}",2w5teh1hty0mznr_gjnpljxyyh1y1fv,pending,2026-08-14 13:18:23.474Z,ee5e4e5bfc419bad
0n4mmi8fb6mjp2q,2026-08-14 13:33:28.779Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Wo lagern wir was?\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/626n317m1w4j7lo""}}",m5vq0q540kenhen_626n317m1w4j7lo,pending,2026-08-14 13:33:28.779Z,ee5e4e5bfc419bad
p7c0703f7fq07uv,2026-08-14 13:33:55.118Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Wo lagern wir was?\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/ehi9fzgit9bcjwx""}}",m5vq0q540kenhen_ehi9fzgit9bcjwx,pending,2026-08-14 13:33:55.118Z,ee5e4e5bfc419bad
4emuan557wbcrjb,2026-08-16 14:50:47.973Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Wo lagern wir was?\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/cu6kgkeod5v8oxj""}}",m5vq0q540kenhen_cu6kgkeod5v8oxj,pending,2026-08-16 14:50:47.973Z,ee5e4e5bfc419bad
w8p2c1ih1ervhwj,2026-08-17 14:56:01.020Z,proposal_remixed,"{""title"": ""Deine Idee wurde geremixt \ud83d\udca1"", ""body"": ""\""Solidarit\u00e4tsnetzwerk\"" wurde aus deiner Idee erstellt."", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/vixofkl1sb29k6z""}}",jm45hx8bajf99lv_vixofkl1sb29k6z,pending,2026-08-17 14:56:01.020Z,762fef61cd09705e
pj02l7heuia8p2e,2026-08-19 13:25:00.009Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,actioned,2026-08-20 13:32:58.785Z,de13859e1d6aea12
azz5bjd425kkx3j,2026-08-19 13:25:00.012Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.012Z,2c2aed88e0c41752
tuy6oxkhvomg0o2,2026-08-19 13:25:00.014Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,actioned,2026-08-19 15:23:56.876Z,407be8b01d4ce342
4r21uqznr6quesh,2026-08-19 13:25:00.017Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.017Z,6a6cecc209785885
ujjw62weesjy2bz,2026-08-19 13:25:00.018Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.018Z,216bb226ec191993
2kfbq4ybum6l3s4,2026-08-19 13:25:00.019Z,phase_ending_soon,"{""title"": ""Discussion ending soon \ud83d\udd14"", ""body"": ""Less than 24 hours left to contribute to \""Wie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"". Add or improve ideas now!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.019Z,3e36e627a64bac27
1srlakq1yn7qlx6,2026-08-19 13:25:00.021Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.021Z,6a4af8b5c50c45a9
4wx23mqg15su8n8,2026-08-19 13:25:00.022Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.022Z,35a5f57f8816142e
09eza90u4w8cljm,2026-08-19 13:25:00.023Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.023Z,ee5e4e5bfc419bad
nfkn40sfm7155xh,2026-08-19 13:25:00.024Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.024Z,762fef61cd09705e
ctjurk9oy1dxr1a,2026-08-19 13:25:00.026Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.026Z,b5234477b29af758
b6p5l06pjm844mu,2026-08-19 13:25:00.027Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.027Z,9b6849405eda0dbd
v7a9wp9uz4yxyha,2026-08-19 13:25:00.028Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.028Z,7c575f07d0147059
11ayeoza0dw0faw,2026-08-19 13:25:00.029Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.029Z,4ae21a849ee008e7
ybj3dmsxg9i2sdi,2026-08-19 13:25:00.030Z,phase_ending_soon,"{""title"": ""Discussion ending soon \ud83d\udd14"", ""body"": ""Less than 24 hours left to contribute to \""Wie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"". Add or improve ideas now!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.030Z,a656e6eac2dca9c8
yqjudyyp2cji5u1,2026-08-19 13:25:00.031Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie definieren wir das WG-Netz und ihre Rolle in Winterthur?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/76q0g006tjtp7gp/proposals/question""}}",76q0g006tjtp7gp_AnswerSearch_phase_ending_soon,actioned,2026-08-20 10:22:57.718Z,b209c2355deb9852
owy7o0ud6ii1avq,2026-08-19 13:25:00.368Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,actioned,2026-08-20 12:58:43.793Z,de13859e1d6aea12
jqms7y526he0sjv,2026-08-19 13:25:00.370Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.370Z,2c2aed88e0c41752
3w3chv77iitlm4p,2026-08-19 13:25:00.371Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,actioned,2026-08-19 15:23:44.059Z,407be8b01d4ce342
5302sxkf6aa4du4,2026-08-19 13:25:00.372Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.372Z,6a6cecc209785885
tg84c2h2pmieb12,2026-08-19 13:25:00.374Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.374Z,216bb226ec191993
s0pq9ub48v2ouqy,2026-08-19 13:25:00.375Z,phase_ending_soon,"{""title"": ""Discussion ending soon \ud83d\udd14"", ""body"": ""Less than 24 hours left to contribute to \""Wie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"". Add or improve ideas now!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.375Z,3e36e627a64bac27
flvgmmcw5n97kmr,2026-08-19 13:25:00.376Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.376Z,6a4af8b5c50c45a9
8v1ksj1tlpn18dn,2026-08-19 13:25:00.377Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.377Z,35a5f57f8816142e
6n1ziu9mge886o0,2026-08-19 13:25:00.379Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.379Z,ee5e4e5bfc419bad
24wgo8p9aaf1g7u,2026-08-19 13:25:00.380Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.380Z,762fef61cd09705e
pf3k8j9xkjor9r0,2026-08-19 13:25:00.381Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.381Z,b5234477b29af758
myyfotcobucjhw6,2026-08-19 13:25:00.382Z,phase_ending_soon,"{""title"": ""Diskussion endet bald \ud83d\udd14"", ""body"": ""Weniger als 24 Stunden, um zu \u201eWie k\u00f6nnen wir Material, R\u00e4ume und Ressourcen \u00fcber WGs hinweg effizient teilen und lagern?\"" beizutragen. F\u00fcge jetzt Ideen hinzu oder verbessere sie!"", ""data"": {""url"": ""/questions/3o2fj1znev0krvz/proposals/question""}}",3o2fj1znev0krvz_AnswerSearch_phase_ending_soon,pending,2026-08-19 13:25:00.382Z,9b6849405eda0dbd
